squareMeters,numberOfRooms,floors,basement,attic,garage,GuestRoom,price
45827,61,60,2199,5768,240,6,4590725.6
70488,61,35,7391,5950,345,10,7054483
79822,67,30,5413,615,706,2,7987847.3
27171,63,93,1981,546,681,9,2724534.7
58330,58,2,473,781,186,10,5837640.2
87826,10,45,5553,9640,711,2,8790247.7
49389,13,10,8664,1479,646,6,4940959.3
56931,60,91,3285,9889,905,5,5704458.4
66503,73,13,6051,5240,137,1,6655758
88112,77,68,9760,6910,882,6,8813820.1
43587,83,26,8824,818,591,3,4360172.5
86152,44,48,8176,5399,500,1,8619787.2
81573,98,57,808,9366,749,10,8163076.2
72599,43,23,4841,6701,315,0,7262443.7
43876,42,43,1242,9300,496,3,4388329.3
10040,100,98,6306,9604,396,8,1010790.4
40177,38,12,5711,9268,172,10,4019219.1
21703,86,90,843,8090,802,6,2183649.9
57236,87,96,7873,4091,146,1,5730262
17863,1,33,7268,797,774,5,1795013.9
85272,89,34,7286,9107,359,3,8531221.5
91931,38,42,3013,28,139,4,9197803.6
29411,26,53,1681,8610,181,1,2948395.7
37163,4,22,9497,799,136,1,3718311.4
26440,41,58,5613,1327,132,5,2651410.6
9868,89,53,4813,7765,549,3,992632.3
55250,31,3,9389,8427,568,4,5534691.5
1121,9,80,2530,93,389,8,126775
26528,31,49,190,1931,788,2,2660108.2
18362,100,33,5521,1537,241,6,1842236.9
40581,99,82,5782,1627,428,10,4068225.8
89084,34,9,4675,5204,570,1,8911966
90643,77,55,4659,149,780,1,9074993.2
70868,70,39,821,8503,348,1,7096273.5
17252,90,23,3183,1757,357,10,1726850
45647,17,100,3554,9429,713,6,4580938.9
64654,34,33,4245,6313,563,3,6471114.2
87668,58,56,9625,7161,590,6,8769343.7
97688,60,25,8847,4009,158,0,9775672
5468,75,78,375,6527,976,9,553320.2
63509,72,53,6679,3062,591,0,6356517.6
98262,60,14,1889,9650,660,0,9827936.1
67735,36,24,3289,3015,113,2,6777979
19728,97,85,4778,5706,289,2,1977828.8
39191,71,21,142,121,633,10,3921295.1
34585,34,99,9137,9141,675,6,3471454.8
56666,13,63,6911,7146,543,9,5671002
4920,96,67,681,8825,598,2,498937.3
23043,69,55,9610,4996,971,10,2309235.7
86042,64,7,438,1066,466,8,8610684
84978,63,65,9649,8176,212,9,8508647
66940,95,16,691,803,118,7,6700142.6
69592,68,10,6283,7414,811,7,6964235
46558,52,28,3828,8690,102,10,4663394.9
30925,18,83,747,8698,218,3,3104280.6
39975,97,72,2361,3900,452,8,4005185.6
8808,9,15,7170,1020,397,7,887645.4
7131,88,20,231,7750,120,4,719772.5
49063,35,81,9416,7968,972,7,4909260.1
79093,89,63,2848,6813,533,9,7915505.4
95157,76,86,8416,2820,798,6,9527400.2
43412,3,68,911,3354,936,3,4352882
23127,72,98,7989,4396,237,8,2327821.5
63397,52,17,9719,1441,360,3,6344621.3
6078,67,22,2248,6723,161,0,614702.4
70367,63,19,8131,2786,635,0,7043100.5
31471,3,34,6093,5977,687,5,3149214
84503,53,10,1017,9932,332,4,8455991.4
25661,18,10,1752,1062,240,2,2567320.4
65823,2,40,5338,3077,655,10,6587187.9
40351,20,21,2129,765,732,5,4037323.6
65816,36,56,510,1702,523,6,6590874.9
9897,83,55,4632,3724,373,3,997040.7
74556,36,30,8074,2048,729,0,7461430.1
77324,66,96,2278,126,726,0,7746689
19054,27,64,9531,8510,968,3,1915949.7
19467,61,69,7723,6060,425,2,1953949.5
23917,57,92,7268,1683,272,6,2396597.2
27581,56,54,131,2535,271,9,2763880.8
7021,94,18,8494,6333,431,1,707889.8
86898,10,54,2837,1571,633,5,8700597.7
35752,37,88,4770,7965,593,5,3584645.4
80254,5,84,4601,2359,312,4,8032718.4
43729,50,78,6886,3231,213,3,4386441
14296,27,21,1023,85,690,10,1438655.1
60263,14,29,4041,3152,955,6,6027298.2
56348,39,64,7815,8344,100,4,5645570.3
20462,4,27,7946,6870,725,9,2051424.9
35966,4,35,9879,1244,276,3,3600448.9
23790,55,70,113,3842,725,6,2387891.7
62563,35,66,6669,3384,351,7,6268203.4
74693,98,57,5655,5743,386,8,7476380.7
69815,68,96,4764,3233,382,8,6994868.1
31372,70,71,9133,223,952,1,3141888
47377,91,12,6751,7894,158,4,4742430.5
21748,5,29,6703,5408,812,10,2180962.1
74938,28,31,23,7515,670,6,7496677
84747,97,86,7441,7366,404,7,8483566.4
52843,75,50,5877,1381,358,3,5291087.4
94638,50,32,8047,7968,870,10,9465407.4
57035,7,24,21,9711,657,7,5710846.8
10031,44,2,3770,6933,576,0,1007605.4
87362,50,25,3967,1233,268,7,8743936.5
50571,39,24,4018,3591,631,0,5063431.8
69918,32,11,2569,9077,758,2,6995676.5
42217,74,83,752,2812,710,5,4228208.9
76907,10,87,8945,1203,142,10,7694726.7
15500,92,98,9577,8084,255,7,1554517
53304,47,79,3069,4872,541,2,5337897.2
1973,1,21,2316,2875,932,9,201809
91112,51,9,7857,2079,948,1,9121414.1
76204,60,8,3727,901,540,7,7628150
97471,74,90,7429,7552,629,6,9756243.3
88887,9,28,9176,7863,956,7,8897254.5
38490,14,8,9018,3808,825,3,3853460.7
72450,63,71,4116,481,787,9,7250244.8
88367,5,7,8489,8246,430,7,8837449.8
30782,99,48,9701,2104,783,9,3082971
5033,58,28,749,123,279,8,508665.1
26519,33,42,4604,4404,651,1,2656599.4
65934,29,51,7680,5657,721,0,6597942.7
98106,98,3,8617,2299,616,1,9811465.2
6577,9,68,9468,4696,604,4,662852.6
18250,16,82,7751,6127,565,2,1829113.1
40783,48,80,9162,9271,838,10,4086725.2
33156,15,43,2108,4092,696,3,3323470.4
47523,89,89,526,9988,142,10,4760526.6
79604,30,4,9575,2906,909,2,7965563.6
95762,64,63,5198,6277,882,2,9583086.4
31317,91,25,2463,3454,543,5,3142581.5
788,53,53,8046,3187,973,8,82042.4
41188,30,62,33,7475,361,1,4122637.2
62282,35,44,80,5415,139,10,6229623
45979,46,2,7620,4487,571,6,4600373.4
35828,77,3,795,4716,811,1,3583375.8
84540,21,64,5869,6101,145,2,8455482.7
70288,78,28,1864,4125,706,7,7034567.1
44681,63,80,9413,3951,537,1,4480399.5
8856,96,38,4044,4557,770,3,895829.6
45730,11,99,1919,9706,116,10,4583276.8
59478,22,68,3355,2456,253,8,5950543.2
31692,7,36,1694,20,489,2,3172857.7
58737,66,62,8827,7728,224,0,5882539.4
32100,79,39,1482,9856,932,6,3213786.7
67663,1,49,7856,4653,725,2,6775397.4
59810,64,56,5202,8160,445,1,5991500.6
86186,85,36,2790,2939,539,6,8620785
38030,53,4,7981,841,564,2,3803961
48331,2,42,2820,3403,112,9,4839984.9
27856,34,98,7117,6509,194,9,2795386.6
70976,84,44,9962,8030,544,4,7101406.8
90180,91,63,9500,2033,800,8,9023962.4
54646,10,98,4716,7795,383,10,5479242.7
42024,72,9,4645,9349,430,9,4205806.3
8969,72,92,781,7703,627,9,908919.3
38926,58,7,5001,1326,729,6,3902208.7
80419,55,31,1333,1081,465,3,8043741.8
5585,61,76,6421,3418,926,5,564773.9
91651,97,95,9071,9895,175,9,9172889.6
5443,17,39,7932,4945,716,3,549119
15355,1,30,6587,200,551,10,1544783.2
6963,11,65,2829,230,589,2,703519.5
77261,32,18,5565,2696,640,5,7727179.7
26694,68,72,7808,1266,852,4,2672253.4
79744,36,50,1480,4074,108,0,7979395.2
32084,20,71,2309,4071,851,10,3214809.5
93703,46,56,9314,6659,546,6,9377879.8
78984,62,89,1199,9487,165,2,7910102.4
369,25,92,9608,4027,419,7,39316.3
10697,16,95,1114,4627,256,7,1074445.9
13349,65,18,6039,7110,602,4,1339458.4
25791,74,10,716,4892,302,5,2582155.5
96687,11,61,9115,9092,806,5,9676763.6
41083,69,62,4279,1984,683,10,4114499.7
63078,38,35,5369,2732,769,2,6316522.5
33935,12,86,7274,2699,626,0,3400557.5
30104,88,88,3551,4051,577,5,3016757.6
44414,70,94,8675,4871,933,0,4449908.3
95116,9,28,4404,1523,436,3,9518424
16996,89,52,7922,3316,956,8,1708754.5
15290,77,97,4588,9960,218,8,1533827.9
57562,87,7,6694,7664,388,9,5756919.8
22786,23,81,1188,7958,107,6,2281031.1
84540,46,66,817,6063,635,4,8459024
41168,99,11,5717,1821,888,9,4123023.2
33622,77,73,8902,8490,340,1,3371927.4
66878,22,41,1400,8825,763,2,6692131.6
9815,96,24,6449,5162,201,6,989932
81392,34,10,3061,6494,772,3,8143562.9
95375,30,37,927,2844,534,9,9545994.8
29917,70,39,1566,278,480,5,2998840.1
16336,76,11,9709,1219,415,1,1636600.8
90836,97,40,2770,8991,149,7,9086961.1
60244,35,47,1418,923,344,7,6034513.5
43030,81,85,1104,3332,978,10,4310671
5504,11,76,9447,4528,841,2,559951
37620,55,51,8318,6950,160,8,3764885.4
6313,18,74,4979,3989,647,7,640633.4
52251,53,10,5751,7522,969,8,5231126.5
75749,81,30,5132,1182,523,5,7579803
31113,93,93,891,7228,414,10,3122972
18972,70,3,8253,1477,618,4,1902042
28769,22,80,6686,5731,546,2,2881959.1
44539,24,23,3795,7571,595,2,4454837.7
17643,18,1,755,4070,966,8,1765047.4
52079,71,97,6737,2303,196,10,5217238.5
76906,77,6,8938,7135,668,5,7692420.9
88655,88,94,1193,7734,169,0,8875673.7
87554,16,77,8714,8017,636,8,8769996
7889,38,58,1939,119,743,0,793852
33185,28,60,6398,2111,437,8,3325883.8
81860,68,65,5409,8288,870,7,8190448
16335,35,76,6086,787,385,2,1635816.5
23164,79,76,1132,4213,519,4,2322369.2
50839,93,91,4208,6421,726,9,5091375.9
17432,49,15,2250,7062,547,10,1751212.3
94930,27,98,9694,8469,669,8,9499136.1
47601,29,69,8925,1965,452,5,4765720.1
57143,81,11,7491,8572,866,8,5716057.1
90614,77,16,2528,7255,468,10,9065677.6
43245,83,35,9660,3499,210,10,4325940.3
96666,95,9,8123,5326,590,2,9672165.8
49608,59,10,2647,7510,580,10,4965463.2
15385,69,93,1661,5852,498,8,1548993.3
14973,91,22,7397,1255,301,4,1501528.8
82285,19,22,782,2211,372,8,8229649.4
89520,47,6,4587,7443,861,1,8952698.7
31454,12,57,9770,3474,327,0,3148909.2
63341,81,85,928,5891,725,5,6338314.1
91166,100,8,5368,4657,757,0,9123483.5
86153,7,54,8091,862,934,6,8627514
24519,54,3,6797,1146,658,3,2456369.1
17458,69,51,8435,3476,789,2,1751679.8
48568,18,11,297,5174,973,7,4860230.1
14881,68,88,9590,3549,209,10,1498063.7
61123,25,72,1051,30,724,5,6123098.5
3854,7,25,6606,1877,378,10,393085.9
86908,90,56,314,5030,397,7,8695385.4
55366,51,98,8940,8275,884,8,5540333.1
17051,46,43,6481,7029,346,2,1710016.3
14436,15,6,676,1784,710,10,1444902.2
34220,50,33,5942,6266,976,1,3430761.6
95215,72,8,304,5007,360,6,9522466.9
82140,63,10,8091,1333,678,5,8215500.3
5706,57,38,73,3204,276,7,574164.5
35778,92,35,4151,4653,669,9,3580006.2
73323,43,5,3687,3622,929,6,7334601
97544,65,72,3458,4609,195,5,9760573.4
74037,75,84,533,7143,688,10,7410767.7
27244,95,91,4237,723,293,6,2731619.6
7812,68,93,3559,2197,722,0,786725.2
95800,83,28,6051,1280,323,3,9591195
4442,11,46,9845,3640,851,1,450428.6
71399,40,74,5484,6386,652,10,7141237.6
8223,73,18,4835,2461,511,5,828761.9
49694,47,17,8872,9458,976,1,4973672.1
71661,54,64,793,3709,516,2,7173346.4
98826,87,77,12,9849,948,9,9894829.7
92000,54,6,4693,57,874,2,9203514.1
82274,36,69,7565,1456,170,10,8237371.3
28957,71,2,3222,9454,799,3,2903240.2
45273,66,3,328,7011,483,5,4531464.7
27649,86,67,4153,8097,774,10,2770975.7
78681,23,87,5930,8775,616,3,7884526.5
30383,24,87,1312,7774,789,5,3049140
16205,33,53,5988,9397,183,1,1626165
35821,12,71,9220,3302,980,7,3589966.3
96601,97,37,478,7373,243,8,9665463.5
34075,70,28,7842,6296,545,4,3415018.5
64246,31,90,4368,843,415,1,6435521.5
8732,69,40,1102,8896,535,5,876520.1
15807,34,33,4263,9085,951,8,1587804
41409,100,9,8936,3524,687,9,4149403.3
84748,29,96,1978,9476,179,7,8480498.3
95514,64,83,3388,6643,167,1,9557636.6
19596,10,28,6454,6583,677,2,1965484.7
26886,88,10,8380,660,850,0,2692355.1
5017,48,49,9420,7264,343,5,506461.3
817,80,26,7737,4258,703,3,87408.3
56381,5,91,9204,1511,795,1,5646091.9
45464,3,3,9971,7192,338,8,4549774.1
63992,5,39,5356,8172,764,2,6405553.5
81411,23,74,4634,1546,417,9,8149663.8
67053,15,33,7848,1630,947,9,6707304.9
13560,1,17,7736,3841,296,1,1361612.1
59993,13,67,7159,4934,324,3,6009243.5
95568,61,56,8392,3187,388,0,9562024.2
50873,95,38,4083,9834,379,4,5089609.8
56885,89,80,7919,3273,651,8,5699848.1
72193,49,82,5541,1443,326,1,7224575.2
39210,100,70,5798,7831,287,3,3923171.1
82468,24,1,3756,9908,292,10,8250786.9
64882,88,86,3453,5513,452,8,6493005
98864,37,55,3854,3583,721,7,9892826.6
71061,89,75,629,2769,587,7,7118344.8
46585,73,91,4670,2935,835,6,4662821
41976,78,86,9332,6598,475,5,4205798
52165,3,3,4903,7398,624,6,5221495.8
89999,49,3,1314,5091,186,5,9004222
65611,61,23,5046,6181,963,7,6563935.9
16067,4,26,8041,6466,943,7,1610057.7
57970,2,53,2019,7550,512,5,5811905.3
50373,38,53,1500,8923,352,3,5043556.3
12079,66,70,3094,4275,512,9,1213149
36670,12,54,7937,1759,346,2,3676149.3
2122,89,67,3154,9873,698,8,219749
88458,5,36,7119,1754,299,9,8853221.2
70603,35,42,2976,8011,324,7,7065124.2
70091,62,86,1786,8181,733,8,7019102.9
3886,86,35,4865,2447,808,4,398355.1
64932,38,42,4507,9312,889,4,6496287.6
4434,79,29,9010,7484,958,5,453660.9
79441,54,84,1381,5879,405,3,7949525.1
53077,84,92,5494,208,110,0,5317242.2
91526,63,3,9724,5828,874,0,9154926.8
91334,54,97,1841,5309,768,3,9142863.7
38674,79,97,2129,6397,990,5,3881695.5
83033,36,75,5037,9511,164,5,8313113.6
76692,42,28,6830,8589,208,1,7673297.7
9468,3,18,4330,4183,317,7,952050.6
1347,45,39,3579,9146,714,7,142485.8
74970,60,82,1897,545,869,10,7509123
87957,56,46,1335,6810,128,6,8800891.4
31560,74,17,8088,3684,499,2,3159643.4
23804,58,39,3709,618,295,5,2386532.8
21765,79,35,5287,6084,442,0,2184139
11192,18,100,7138,2283,824,9,1129884.5
91569,74,40,6609,2097,514,2,9166813.6
23554,69,31,1667,5086,354,10,2365037
95444,10,10,711,4650,513,4,9547388.2
35447,94,57,52,1540,437,5,3550859.7
87502,32,89,2759,8599,973,3,8761066.9
56188,31,56,29,9195,316,9,5627165.8
58234,22,9,7746,7144,445,5,5826681.5
11130,77,98,353,3205,939,5,1123958.1
84920,20,67,9599,8143,164,3,8498090.8
52593,7,24,4272,901,643,0,5266675.7
71830,84,94,9393,5627,771,6,7198524
60443,27,29,6197,2105,663,5,6050123
87140,89,35,9405,3167,759,5,8719038.1
20466,54,17,2320,6673,540,8,2050714.2
98983,28,94,1094,1148,458,6,9907159.5
97600,92,60,7030,7874,903,1,9766250.4
84478,54,85,3963,2556,916,5,8455893.2
94293,2,63,7991,9703,190,3,9434658.4
79363,63,21,3943,1806,665,7,7939687
82102,34,13,6721,2664,413,10,8212467.6
68916,19,13,6851,8618,487,7,6893475.3
79078,60,90,2568,9132,746,9,7911742.8
78304,100,82,9182,3657,766,6,7838249
16318,7,66,9700,5666,201,4,1641389.8
32263,76,92,8164,3706,348,3,3235937.8
95800,34,20,2299,3031,141,0,9585132.1
26659,18,88,2832,9254,378,2,2677314
74995,94,57,6677,2068,185,3,7505553.1
18399,88,1,5416,6803,222,8,1841652
14099,88,4,5603,4091,417,10,1417841.9
59805,45,74,173,3239,541,9,5986841.1
83388,97,72,1288,9902,533,0,8339971.6
34049,10,79,9959,5921,882,7,3413350.2
80863,57,31,7372,7703,575,5,8089383.3
48854,79,83,4607,7445,859,10,4890551.2
93002,53,52,7998,9106,962,9,9302663.2
68895,50,2,8116,5357,626,6,6891689.5
50058,72,96,8185,2407,956,0,5009004.5
93342,7,41,7803,5565,161,7,9340733
87586,41,4,7412,7791,988,5,8759529.7
59564,62,17,705,6703,515,1,5962905
94512,89,39,3981,4739,694,2,9457140.2
35145,44,8,6162,4839,506,7,3515730.8
36050,56,90,2791,7707,217,1,3611909.1
69630,70,76,8174,5754,137,9,6973784.9
7019,33,99,2653,8935,934,5,705568.8
3633,11,32,5900,3735,375,5,375162.2
17193,18,72,4118,1381,774,5,1724888.8
72730,58,38,9441,9775,854,0,7276501.3
50152,39,70,7389,968,413,2,5018454.5
88898,53,52,9679,9017,220,5,8902046.8
48819,75,90,2051,490,317,2,4887042.5
92649,31,77,6811,2656,429,8,9271774.1
42485,1,40,974,9553,426,3,4251851.7
65867,37,92,3054,4650,998,10,6593211.4
2372,41,5,8041,7294,736,4,241014.3
60514,46,35,9227,737,340,8,6059360.9
93564,16,66,4952,1906,325,3,9370487.9
40622,96,94,1930,1965,110,9,4071155.9
24490,36,87,837,7635,174,10,2452012.9
24386,69,71,7112,1654,202,9,2445795.7
83072,42,20,1269,7766,110,10,8312353.4
65741,88,78,2518,4878,925,7,6575564
48867,40,56,4212,1916,114,10,4889559.3
18148,96,39,9853,6154,438,9,1821559
20444,13,31,1925,1826,670,4,2049492.3
95591,85,43,3279,6968,970,0,9560516.3
46572,89,18,6035,7454,704,9,4658899.3
12849,48,21,5245,1313,844,4,1290147.1
21370,67,67,3278,3563,767,4,2142261.9
13131,22,46,2408,213,848,1,1321934.3
4489,54,2,9331,3527,205,0,453812.6
59286,77,95,2351,7161,943,10,5940315.1
38370,20,73,8712,9983,197,10,3840886.8
44479,4,19,2952,8911,676,1,4453151.1
27738,12,44,3734,5069,309,10,2780182.8
82680,89,27,1537,1290,112,0,8273795.7
52687,35,43,4554,5386,409,8,5271994.4
77043,22,83,6531,7762,814,9,7709349.3
58041,71,29,5539,5102,141,2,5810358.6
56147,70,100,4787,4,922,7,5621340.6
96006,26,17,8173,2607,541,10,9609774.3
92541,5,31,4079,5408,920,0,9255462.2
20978,10,86,3089,4185,698,1,2100765.6
9210,87,42,9184,1503,986,9,926256
87699,92,73,4147,7554,606,3,8777421
81260,66,3,152,6991,392,4,8127110.2
94015,33,99,6434,7269,600,2,9409921.2
33979,59,3,1716,1230,404,10,3402494.4
81065,95,80,4196,3559,161,1,8116681
61028,63,14,3484,1502,139,2,6104386.6
31419,80,6,8002,242,110,4,3147602.9
70080,72,98,9477,8862,686,7,7018061.4
58314,75,13,1428,3553,916,10,5836299.3
92128,90,100,7853,1524,177,9,9223230.9
61615,54,27,2206,1937,140,2,6162767.4
92722,79,73,38,1444,550,3,9283890.9
35755,7,20,9967,7178,611,9,3578043.3
59834,90,50,4468,7729,925,5,5992116.8
76297,88,69,8273,7875,877,5,7637924.3
89286,14,73,1496,2714,622,2,8933700.6
46367,47,84,4360,4624,144,7,4648492.7
7591,98,59,1337,6613,234,3,765416.6
37965,3,28,5926,3896,825,10,3799673
3155,53,16,9865,2992,150,10,323586.5
9845,75,82,950,5553,318,2,988800.2
6363,36,75,9446,7211,696,0,643101.3
77566,38,21,470,5118,244,7,7762684.9
99918,57,58,2482,3894,155,4,10002945
1108,66,24,9236,6895,145,10,112384
73867,99,84,8291,6323,243,10,7391147.9
3822,60,76,8829,1920,456,5,392397.9
85911,37,31,1914,2578,230,6,8598134.4
59582,69,79,1016,627,865,2,5965453.1
92522,39,20,1000,6563,176,3,9259875.5
71418,20,47,5273,3159,286,7,7147130.4
15975,97,80,7550,2211,912,4,1604852.1
26721,12,27,4362,8073,123,3,2676647.3
27230,14,73,708,6303,860,9,2730690
69664,73,66,4266,5174,778,4,6973278.9
59702,45,37,1500,4473,563,0,5979963.4
88079,30,9,122,4413,677,10,8810981.7
7464,5,5,6351,10,945,10,749433.7
36836,79,61,8320,8515,335,2,3690931.9
81118,43,60,1639,9062,727,3,8114549.1
21941,76,5,5310,9901,901,0,2202238.2
56509,59,68,4090,9805,584,1,5654739.9
2877,19,83,6884,4604,653,4,296378.5
5013,19,57,2804,7905,305,3,504173.9
14745,68,64,9747,103,824,5,1486405.3
36511,20,44,6784,8189,958,0,3652333.3
49953,75,38,699,258,794,8,5007612.1
65297,73,86,260,4175,910,0,6536489.7
9457,70,37,3606,5244,425,9,953108.4
14224,26,45,5175,5221,801,6,1433009.3
92860,28,2,4952,8232,473,2,9291439.8
82109,57,15,62,711,770,10,8215749
82907,81,14,2647,7051,300,4,8297847
85467,96,72,4319,8118,707,7,8552777.6
48861,27,56,4333,329,458,3,4890753.2
20851,89,33,2317,6358,677,0,2091090.4
54531,42,53,9925,4848,664,4,5456185.6
71923,67,27,4093,756,413,5,7196257.2
87018,37,79,2617,4999,777,7,8707002.5
82525,63,38,9388,7718,363,7,8258910.8
1562,77,72,9322,7211,304,0,161885.3
55877,30,22,6349,279,635,7,5589583.4
29392,42,45,299,2376,200,9,2944295.3
61067,81,39,5257,3215,377,2,6109873.8
92725,81,33,4903,8180,363,1,9283435.3
86614,65,63,1472,8750,919,1,8671187.6
85022,55,99,2977,602,734,0,8508095.2
95388,66,57,376,2277,692,10,9543098.8
389,28,34,3187,6618,294,9,43545
22254,94,46,3063,8385,653,6,2233861.1
17518,98,59,5802,1381,113,5,1760239.8
56997,84,93,2970,6724,425,10,5704164
76149,24,63,973,8688,168,7,7619731.9
26223,35,8,1084,7324,195,5,2630045.4
88914,11,67,7270,1670,692,6,8899500.5
53822,82,14,9755,6023,761,4,5383902.8
22451,88,30,4720,6177,943,4,2251128.9
51678,100,64,4890,6253,147,5,5175264.6
77383,8,34,4386,973,670,4,7746930.4
46018,47,11,6161,6233,124,3,4612424.3
43691,19,39,834,9044,222,2,4375504.3
55209,80,96,1168,7971,691,5,5532468.6
24052,85,6,7850,636,990,3,2410520.5
21482,43,38,5360,9520,271,3,2156342.1
34713,92,27,5767,6793,398,10,3475991
20395,11,24,5170,6902,381,10,2041658
2599,8,85,5566,1603,989,1,267488.4
81472,22,16,2042,3158,526,4,8157989.3
69945,5,77,8796,4073,924,10,6998212.4
61139,92,94,2336,1315,225,10,6127221.6
28899,6,20,8771,4815,907,2,2892484.7
23210,4,1,4166,9902,608,3,2321968.4
48670,25,53,1372,1478,755,9,4874367.5
60256,60,68,5123,1273,569,10,6033836.6
81902,38,85,885,854,514,1,8192941
22606,99,80,2718,961,776,2,2271736.8
56613,58,92,5219,1230,444,9,5673842
54822,84,12,9311,7673,459,2,5485078.6
46536,57,58,1768,1809,924,9,4660099.7
61502,77,75,6111,2465,258,5,6158082.9
42079,5,10,3385,5392,254,10,4213303.1
1693,30,38,2917,3696,714,1,174850.6
28617,20,65,6782,4850,666,9,2866340.5
94394,79,94,8167,7372,891,10,9441848.6
71714,82,53,8313,1169,288,5,7175059.6
28076,4,86,6596,8735,110,4,2819687.4
88642,66,83,2366,8134,950,4,8872635.1
99532,17,62,3158,7404,501,5,9954865.3
70707,70,68,7276,5926,859,2,7077984.1
68985,67,79,5004,1124,755,3,6910322.7
20469,43,77,3682,1403,809,6,2057093.3
64930,54,75,4584,7711,612,10,6510156.1
47275,91,86,5759,8084,768,8,4731933
88658,94,7,7508,1677,535,7,8869471.5
51476,97,97,1268,8350,330,4,5155902.7
15351,93,14,6441,9080,873,7,1539085.3
66990,11,3,8630,183,995,2,6708186.1
99338,73,88,7399,2750,867,3,9941123.7
18376,68,21,5904,6908,612,0,1842716.7
16214,65,56,9024,6518,882,0,1629077.5
42477,38,13,5380,6482,943,2,4252254.1
1331,73,94,5208,6983,591,10,135115.6
32433,33,71,5047,1109,318,6,3253892.9
16888,2,41,4516,6010,967,5,1694620.6
45206,39,12,2724,7920,615,1,4527173.4
77936,43,54,3782,4717,380,2,7799946.1
52324,70,36,487,47,690,2,5240655.9
94565,13,95,8133,5284,213,10,9463275.4
38273,17,26,1451,323,618,10,3832850.2
50109,35,13,7101,5819,846,7,5016997.5
1887,70,28,3200,4500,594,6,194035.5
43891,36,23,6242,2733,634,8,4394008.5
43621,28,62,9613,2783,902,8,4364041
93924,77,38,6396,4939,588,5,9396009.2
70589,78,7,4554,1871,739,4,7065959.9
15729,36,94,3260,8170,480,0,1575961.8
36849,25,52,1892,3709,678,1,3689400.8
68365,98,82,8576,5657,663,3,6841624.1
52478,20,22,9916,2688,428,9,5252648.2
67012,32,76,6796,7766,248,9,6707398.4
61335,61,13,2805,1332,104,7,6137391.8
3535,1,16,2341,9095,962,10,358689.5
79620,60,63,7652,820,150,2,7965223.9
53596,87,97,7636,6007,847,5,5369695
74621,100,17,2857,3338,313,9,7468927.3
21749,44,49,5405,8372,502,10,2181457.1
60899,79,64,3350,4101,735,1,6099761.4
7957,70,66,314,3994,143,9,805480.1
35941,83,97,3845,8588,191,9,3596784.1
97772,35,27,7671,5092,594,7,9781828.3
66508,75,100,5510,8014,545,1,6652899
30862,32,12,3856,7716,233,3,3091919.1
25872,18,28,1995,7637,992,3,2589819.1
81653,67,77,827,583,685,6,8173862.7
3261,6,32,3937,4002,969,4,330590
86301,57,13,7729,4910,125,1,8634295.6
31810,81,20,1413,5512,137,5,3183159.4
49386,96,76,3940,4447,376,0,4943038
82353,84,98,9983,1020,612,3,8238845.1
25998,57,99,6471,8312,196,5,2618078.1
43120,4,58,3887,775,854,7,4322504
82202,100,59,3857,2418,326,7,8227582.4
51966,86,27,132,6999,946,2,5202574.4
74988,62,66,7677,4826,714,7,7513503.2
35412,27,70,4160,1182,455,4,3555286.4
18179,14,49,3796,8112,905,7,1822705.4
35375,23,93,9591,5451,383,9,3547670.6
75731,13,98,9189,6072,384,0,7581003.7
40227,36,46,1146,1299,668,8,4030969.7
93046,70,88,9528,6019,614,6,9312840
16979,67,84,4773,638,303,0,1706608.2
45273,54,27,139,1024,992,1,4535019.7
62247,100,68,3823,9718,907,7,6231793
44913,30,39,6521,3690,652,10,4493550.5
60745,97,85,5075,5017,936,1,6084063.5
