carat;depth;table;price;x;y;z
0.73;61.70;55.00;2821.00;5.84;5.82;3.60
0.73;63.20;58.00;2821.00;5.76;5.70;3.62
0.70;60.80;60.00;2822.00;5.74;5.71;3.48
0.72;60.30;59.00;2822.00;5.84;5.80;3.51
0.72;60.90;60.00;2822.00;5.80;5.76;3.52
0.72;62.40;59.00;2822.00;5.77;5.70;3.58
0.70;60.20;60.00;2822.00;5.73;5.70;3.44
0.60;62.00;55.00;2822.00;5.37;5.40;3.34
0.74;60.80;57.00;2822.00;5.85;5.89;3.57
0.73;62.10;55.00;2822.00;5.75;5.78;3.58
0.71;62.70;60.00;2822.00;5.71;5.67;3.57
0.71;61.30;58.00;2822.00;5.75;5.73;3.52
0.70;60.20;60.00;2822.00;5.82;5.75;3.48
0.70;60.70;56.00;2822.00;5.75;5.72;3.48
0.90;64.00;61.00;2822.00;6.04;6.03;3.86
0.71;60.20;56.00;2822.00;5.86;5.83;3.52
0.70;61.50;59.00;2822.00;5.73;5.68;3.51
0.70;62.60;56.00;2822.00;5.71;5.66;3.56
0.70;59.70;58.00;2822.00;5.82;5.77;3.46
0.70;61.40;64.00;2822.00;5.71;5.66;3.49
0.70;62.50;57.00;2822.00;5.62;5.59;3.51
0.70;61.80;56.00;2822.00;5.73;5.63;3.51
0.70;60.70;62.00;2822.00;5.72;5.68;3.46
0.70;60.60;58.00;2822.00;5.80;5.72;3.49
0.70;61.40;54.00;2822.00;5.75;5.71;3.52
0.79;62.80;59.00;2823.00;5.86;5.90;3.69
0.90;63.80;57.00;2823.00;6.06;6.13;3.89
0.71;62.30;58.00;2823.00;5.71;5.66;3.54
0.61;61.30;54.00;2823.00;5.51;5.59;3.40
0.90;65.80;54.00;2823.00;6.05;5.98;3.96
0.71;60.50;56.00;2823.00;5.77;5.73;3.47
0.71;61.20;59.00;2824.00;5.74;5.69;3.50
0.77;62.10;57.00;2824.00;5.84;5.86;3.63
0.74;63.10;58.00;2824.00;5.73;5.75;3.62
0.82;62.40;54.00;2824.00;6.02;5.97;3.74
0.82;60.80;60.00;2824.00;6.05;6.03;3.67
0.71;62.20;59.00;2825.00;5.73;5.66;3.54
0.83;60.00;59.00;2825.00;6.08;6.05;3.64
0.73;62.00;57.00;2825.00;5.75;5.80;3.58
0.83;62.50;59.00;2825.00;6.02;5.95;3.74
1.17;60.20;61.00;2825.00;6.90;6.83;4.13
0.91;61.30;67.00;2825.00;6.24;6.19;3.81
0.73;62.60;60.00;2826.00;5.75;5.68;3.58
0.70;57.20;59.00;2826.00;5.94;5.88;3.38
0.90;62.20;59.00;2826.00;6.11;6.07;3.79
0.70;62.20;58.00;2826.00;5.66;5.60;3.50
0.70;63.30;56.00;2826.00;5.60;5.58;3.54
0.70;59.40;61.00;2826.00;5.78;5.74;3.42
0.90;63.50;56.00;2826.00;6.17;6.07;3.88
0.78;60.80;60.00;2826.00;5.97;5.94;3.62
0.96;60.70;55.00;2826.00;6.41;6.37;3.88
0.70;62.30;59.00;2827.00;5.67;5.70;3.54
0.72;64.00;54.00;2827.00;5.68;5.70;3.64
0.79;62.60;58.00;2827.00;5.96;5.90;3.71
0.70;61.60;57.00;2827.00;5.69;5.74;3.52
0.70;62.30;55.00;2827.00;5.66;5.70;3.54
0.70;60.60;57.00;2828.00;5.74;5.77;3.49
1.01;61.60;61.00;2828.00;6.39;6.31;3.91
0.72;62.20;58.00;2829.00;5.75;5.70;3.56
0.80;63.70;54.00;2829.00;5.91;5.87;3.75
0.59;62.00;56.00;2829.00;5.36;5.38;3.33
0.72;61.70;57.00;2829.00;5.77;5.74;3.55
0.75;61.90;57.00;2829.00;5.88;5.82;3.62
0.80;60.20;57.00;2829.00;6.05;6.01;3.63
0.71;62.70;59.00;2830.00;5.65;5.70;3.56
0.77;61.70;56.00;2830.00;5.84;5.89;3.62
0.97;60.70;56.00;2830.00;6.41;6.43;3.90
0.53;60.90;57.00;2830.00;5.23;5.29;3.19
0.53;61.80;57.00;2830.00;5.16;5.19;3.20
0.80;62.10;54.40;2830.00;5.94;5.99;3.70
0.90;60.60;62.00;2830.00;6.21;6.13;3.74
0.76;60.80;60.00;2831.00;5.89;5.98;3.61
0.72;62.30;57.00;2831.00;5.70;5.76;3.57
0.75;61.40;57.00;2831.00;5.82;5.87;3.59
0.72;62.10;58.00;2831.00;5.73;5.76;3.57
0.79;61.80;56.00;2831.00;5.93;5.91;3.66
0.72;62.50;58.00;2832.00;5.71;5.75;3.58
0.91;62.80;61.00;2832.00;6.15;6.18;3.87
0.71;62.10;57.00;2832.00;5.75;5.65;3.54
0.81;63.00;60.00;2832.00;5.87;5.81;3.68
0.82;62.50;57.00;2832.00;5.91;5.97;3.71
0.71;62.20;58.00;2832.00;5.72;5.66;3.54
0.90;64.30;63.00;2832.00;6.05;6.01;3.88
0.80;62.00;58.00;2833.00;5.86;5.95;3.66
0.56;61.00;59.00;2833.00;5.28;5.34;3.24
0.70;59.60;61.00;2833.00;5.77;5.80;3.45
0.70;61.00;57.00;2833.00;5.74;5.76;3.51
0.61;61.70;55.00;2833.00;5.45;5.48;3.37
0.85;62.50;57.00;2833.00;6.02;6.07;3.78
0.70;60.70;57.00;2833.00;5.73;5.75;3.49
0.80;62.20;56.00;2834.00;5.94;5.87;3.67
0.80;62.80;57.00;2834.00;5.91;5.87;3.70
0.51;59.90;58.00;2834.00;5.16;5.19;3.10
0.53;61.40;57.00;2834.00;5.20;5.23;3.20
0.78;61.80;55.00;2834.00;5.92;5.95;3.67
0.90;63.40;54.00;2834.00;6.17;6.14;3.90
0.90;65.30;59.00;2834.00;6.07;6.00;3.94
0.77;60.70;55.00;2834.00;6.01;5.95;3.63
0.73;61.20;56.00;2835.00;5.89;5.81;3.58
0.63;61.90;57.00;2835.00;5.47;5.51;3.40
0.70;61.50;54.00;2835.00;5.70;5.75;3.52
0.72;62.80;57.00;2835.00;5.71;5.73;3.59
0.72;61.00;57.00;2835.00;5.78;5.80;3.53
0.75;59.60;59.00;2835.00;6.04;5.94;3.57
0.82;60.70;56.00;2836.00;6.04;6.06;3.67
0.71;62.80;60.00;2836.00;5.60;5.65;3.53
0.70;62.60;59.00;2837.00;5.69;5.66;3.55
0.70;61.80;56.00;2837.00;5.74;5.69;3.53
0.71;59.80;53.00;2838.00;5.86;5.82;3.49
0.76;60.90;55.00;2838.00;5.92;5.94;3.61
0.82;64.90;58.00;2838.00;5.83;5.79;3.77
0.72;58.80;60.00;2838.00;5.91;5.89;3.47
0.70;62.30;58.00;2838.00;5.72;5.64;3.54
0.70;61.70;58.00;2838.00;5.69;5.63;3.49
0.70;62.60;55.00;2838.00;5.73;5.64;3.56
0.70;59.40;61.00;2838.00;5.83;5.79;3.45
0.70;63.50;59.00;2838.00;5.53;5.49;3.50
0.70;60.90;61.00;2838.00;5.71;5.66;3.46
0.70;59.50;58.00;2838.00;5.85;5.75;3.45
0.70;63.00;60.00;2838.00;5.64;5.57;3.53
0.74;60.00;57.00;2839.00;5.85;5.89;3.52
0.71;61.50;57.00;2839.00;5.74;5.71;3.52
0.70;61.60;54.00;2839.00;5.75;5.72;3.53
0.71;62.10;55.00;2839.00;5.82;5.68;3.57
0.71;59.10;61.00;2839.00;5.84;5.81;3.44
0.71;59.00;60.00;2839.00;5.82;5.80;3.43
0.71;60.50;58.00;2839.00;5.75;5.72;3.47
0.70;62.40;53.00;2839.00;5.73;5.71;3.57
0.73;61.80;54.00;2839.00;5.80;5.82;3.59
0.70;62.10;54.00;2839.00;5.69;5.72;3.54
0.70;61.30;57.00;2839.00;5.71;5.74;3.51
0.71;60.30;58.00;2839.00;5.82;5.78;3.50
0.71;59.20;58.00;2839.00;5.87;5.82;3.46
0.79;59.30;62.00;2839.00;6.09;6.01;3.59
0.71;62.70;59.00;2839.00;5.70;5.62;3.55
0.77;61.00;60.00;2840.00;5.90;5.87;3.59
0.75;59.80;56.00;2840.00;5.85;5.92;3.52
0.70;61.00;56.00;2840.00;5.75;5.80;3.52
0.71;59.30;56.00;2840.00;5.88;5.82;3.47
0.92;61.90;56.00;2840.00;6.27;6.20;3.86
0.83;61.40;59.00;2840.00;6.08;6.04;3.72
0.70;59.20;60.00;2840.00;5.87;5.78;3.45
0.73;60.30;59.00;2841.00;5.90;5.87;3.55
0.71;63.40;55.00;2841.00;5.69;5.61;3.58
0.73;63.90;57.00;2841.00;5.66;5.71;3.63
0.82;61.70;53.00;2841.00;6.00;6.12;3.74
0.82;62.30;56.00;2841.00;5.96;6.02;3.73
0.82;59.70;57.00;2841.00;6.12;6.14;3.66
0.52;61.20;56.00;2841.00;5.19;5.21;3.18
1.00;58.90;60.00;2841.00;6.60;6.55;3.87
0.95;66.70;56.00;2841.00;6.16;6.03;4.06
0.73;61.40;57.00;2841.00;5.76;5.80;3.55
0.73;59.90;59.00;2841.00;5.87;5.77;3.50
0.73;61.40;58.00;2841.00;5.82;5.77;3.56
0.80;62.60;54.00;2842.00;5.92;5.96;3.72
0.70;58.70;61.00;2842.00;5.80;5.72;3.38
0.70;60.20;62.00;2843.00;5.71;5.75;3.45
0.70;62.70;58.00;2843.00;5.65;5.67;3.55
0.71;59.40;58.00;2843.00;5.76;5.82;3.44
0.81;63.20;58.00;2843.00;5.91;5.92;3.74
0.71;61.50;58.00;2843.00;5.73;5.79;3.54
0.73;61.30;57.00;2843.00;5.81;5.84;3.57
0.73;61.80;59.00;2843.00;5.73;5.79;3.56
0.72;62.00;57.00;2843.00;5.71;5.74;3.55
0.81;62.10;57.00;2843.00;5.91;5.95;3.68
0.71;60.70;57.00;2843.00;5.81;5.78;3.52
0.73;57.70;61.00;2844.00;5.92;5.96;3.43
0.70;62.00;59.00;2844.00;5.65;5.68;3.51
1.01;61.50;57.00;2844.00;6.45;6.46;3.97
1.01;63.10;57.00;2844.00;6.35;6.39;4.02
0.79;62.50;57.00;2844.00;5.91;5.93;3.70
0.70;61.80;59.00;2845.00;5.65;5.68;3.50
0.70;58.90;60.00;2845.00;5.83;5.85;3.44
0.80;63.40;60.00;2845.00;5.92;5.82;3.72
1.27;59.30;61.00;2845.00;7.12;7.05;4.20
0.79;61.50;56.00;2846.00;5.96;5.91;3.65
0.72;60.20;59.00;2846.00;5.79;5.84;3.50
0.73;61.60;56.00;2846.00;5.79;5.84;3.58
1.01;65.40;59.00;2846.00;6.30;6.26;4.11
1.01;64.20;61.00;2846.00;6.25;6.18;3.99
0.73;59.10;59.00;2846.00;5.92;5.95;3.51
0.70;61.60;57.00;2846.00;5.71;5.76;3.53
0.70;59.10;61.00;2846.00;5.76;5.84;3.43
0.77;62.90;59.00;2846.00;5.84;5.79;3.66
0.77;61.30;60.00;2846.00;5.91;5.81;3.59
0.77;61.40;58.00;2846.00;5.94;5.89;3.63
0.84;61.20;57.00;2847.00;6.10;6.12;3.74
0.72;60.30;57.00;2847.00;5.83;5.85;3.52
0.76;61.10;59.00;2847.00;5.93;5.88;3.61
0.70;62.90;59.00;2848.00;5.61;5.68;3.55
0.54;61.50;55.00;2848.00;5.25;5.29;3.24
0.75;64.60;57.00;2848.00;5.74;5.72;3.70
0.79;64.10;54.00;2849.00;5.86;5.84;3.75
0.74;63.10;58.00;2849.00;5.75;5.73;3.62
0.70;61.00;60.00;2850.00;5.74;5.77;3.51
0.70;60.80;59.00;2850.00;5.69;5.79;3.49
0.75;61.50;56.00;2850.00;5.83;5.87;3.60
1.20;63.10;60.00;2850.00;6.75;6.67;4.23
0.80;63.40;57.00;2851.00;5.89;5.82;3.71
0.66;62.10;56.00;2851.00;5.54;5.57;3.45
0.87;61.00;63.00;2851.00;6.22;6.07;3.75
0.86;62.70;59.00;2851.00;6.04;5.98;3.77
0.74;61.00;57.00;2851.00;5.85;5.81;3.56
0.58;60.60;59.00;2852.00;5.37;5.43;3.27
0.78;61.50;57.00;2852.00;5.88;5.92;3.63
0.74;61.30;55.00;2852.00;5.85;5.86;3.59
0.73;62.70;55.00;2852.00;5.70;5.79;3.60
0.91;63.50;57.00;2852.00;6.12;6.07;3.87
0.71;62.60;58.00;2853.00;5.67;5.70;3.56
0.71;63.50;55.00;2853.00;5.64;5.66;3.59
0.79;62.80;57.00;2853.00;5.90;5.85;3.69
0.79;60.00;60.00;2853.00;6.07;6.03;3.63
0.71;62.70;58.00;2853.00;5.73;5.66;3.57
0.82;61.90;58.00;2853.00;5.99;5.97;3.70
0.78;61.90;57.10;2854.00;5.87;5.95;3.66
0.70;62.40;56.00;2854.00;5.64;5.70;3.54
1.12;59.10;61.00;2854.00;6.78;6.75;4.00
0.73;62.00;57.00;2854.00;5.86;5.76;3.60
0.91;64.40;62.00;2854.00;6.06;6.03;3.89
0.91;65.40;60.00;2854.00;6.04;6.00;3.94
0.91;64.20;58.00;2854.00;6.12;6.09;3.92
0.91;65.80;58.00;2854.00;6.04;6.01;3.96
0.70;58.40;59.00;2854.00;5.91;5.83;3.43
0.68;61.70;57.00;2854.00;5.67;5.64;3.49
0.73;62.50;57.00;2855.00;5.70;5.75;3.58
1.03;63.60;57.00;2855.00;6.38;6.29;4.03
0.74;62.40;57.00;2855.00;5.80;5.74;3.60
0.98;53.30;67.00;2855.00;6.82;6.74;3.61
1.02;53.00;63.00;2856.00;6.84;6.77;3.66
1.00;67.80;61.00;2856.00;5.96;5.90;4.02
1.02;61.60;55.00;2856.00;6.49;6.43;3.98
0.60;60.80;57.00;2856.00;5.44;5.49;3.32
0.80;61.60;56.00;2856.00;5.97;6.01;3.69
0.97;60.70;56.00;2856.00;6.43;6.41;3.90
1.00;67.90;62.00;2856.00;6.19;6.03;4.15
0.26;62.30;57.00;556.00;4.05;4.08;2.53
0.26;62.10;56.00;556.00;4.09;4.12;2.55
0.36;61.90;55.00;556.00;4.57;4.59;2.83
0.34;57.50;61.00;556.00;4.60;4.66;2.66
0.34;63.30;57.00;556.00;4.44;4.47;2.82
0.34;63.50;55.00;556.00;4.44;4.47;2.83
0.34;63.40;55.00;556.00;4.44;4.46;2.82
0.34;59.60;62.00;556.00;4.54;4.56;2.71
0.34;62.20;54.00;556.00;4.47;4.50;2.79
0.32;64.10;54.00;556.00;4.34;4.37;2.79
0.31;61.60;55.00;557.00;4.36;4.41;2.70
0.31;61.30;56.00;557.00;4.36;4.38;2.68
0.31;62.30;54.00;557.00;4.37;4.40;2.73
0.31;62.00;54.00;557.00;4.37;4.40;2.72
0.31;62.70;53.00;557.00;4.33;4.35;2.72
0.31;62.20;53.00;557.00;4.36;4.38;2.72
0.31;62.20;53.60;557.00;4.32;4.35;2.70
0.31;61.60;54.80;557.00;4.35;4.37;2.69
0.31;61.80;54.20;557.00;4.33;4.37;2.69
0.33;59.40;59.00;557.00;4.52;4.50;2.68
0.33;62.30;58.00;557.00;4.43;4.40;2.75
0.33;62.60;58.00;557.00;4.42;4.40;2.76
0.33;61.90;56.00;557.00;4.45;4.41;2.74
0.33;63.00;58.00;557.00;4.42;4.40;2.78
0.33;62.80;58.00;557.00;4.41;4.38;2.76
0.33;61.50;61.00;557.00;4.46;4.39;2.72
0.33;62.10;55.00;557.00;4.44;4.41;2.75
0.33;63.00;57.00;557.00;4.39;4.37;2.76
0.33;63.60;53.00;557.00;4.43;4.40;2.81
0.33;60.40;59.00;557.00;4.54;4.50;2.73
1.00;66.10;56.00;2856.00;6.21;5.97;4.04
0.77;60.80;59.00;2856.00;5.92;5.86;3.58
0.77;61.00;58.00;2856.00;5.94;5.90;3.61
0.70;60.10;63.00;2857.00;5.68;5.71;3.42
0.90;63.10;58.00;2857.00;6.08;6.02;3.82
0.72;62.30;57.00;2857.00;5.76;5.70;3.57
0.90;61.90;59.00;2857.00;6.20;6.14;3.82
0.72;62.10;58.00;2857.00;5.76;5.73;3.57
0.70;62.10;56.00;2858.00;5.63;5.71;3.52
0.81;61.30;57.00;2858.00;6.02;6.05;3.70
0.81;61.70;57.00;2858.00;6.00;6.05;3.72
0.71;61.00;60.00;2858.00;5.76;5.69;3.49
0.70;61.40;59.00;2858.00;5.73;5.70;3.51
0.71;61.50;60.00;2858.00;5.76;5.68;3.52
0.71;63.50;59.00;2858.00;5.68;5.59;3.58
0.92;62.90;58.00;2858.00;6.22;6.18;3.90
0.76;62.70;54.00;2858.00;5.88;5.83;3.67
0.73;61.50;56.00;2858.00;5.84;5.80;3.58
0.71;60.40;62.00;2858.00;5.74;5.72;3.46
0.70;63.60;62.00;2858.00;5.61;5.58;3.56
0.90;64.50;56.00;2858.00;6.06;6.00;3.89
0.71;56.90;65.00;2858.00;5.89;5.84;3.34
0.70;61.00;57.00;2859.00;5.76;5.74;3.51
0.70;62.40;56.00;2859.00;5.72;5.66;3.55
0.77;60.90;60.00;2859.00;5.91;5.88;3.59
0.71;61.50;56.00;2859.00;5.74;5.78;3.54
0.70;59.60;61.00;2859.00;5.80;5.77;3.45
0.75;55.80;70.00;2859.00;6.09;5.98;3.37
0.83;59.20;60.00;2859.00;6.17;6.12;3.64
0.71;61.30;61.00;2860.00;5.68;5.73;3.50
0.90;63.60;58.00;2860.00;6.07;6.10;3.87
0.60;61.90;54.90;2860.00;5.41;5.44;3.35
0.71;62.90;57.00;2860.00;5.66;5.60;3.54
0.53;61.40;57.00;2860.00;5.23;5.20;3.20
0.71;60.70;58.00;2861.00;5.95;5.78;3.56
0.62;61.60;56.00;2861.00;5.45;5.48;3.37
0.62;61.60;56.00;2861.00;5.48;5.51;3.38
0.90;63.00;58.00;2861.00;6.09;6.01;3.81
0.62;60.10;61.00;2861.00;5.53;5.56;3.33
0.82;61.70;59.00;2861.00;6.01;5.98;3.70
0.66;61.00;58.00;2861.00;5.67;5.57;3.43
0.70;62.50;55.00;2862.00;5.67;5.72;3.56
0.80;62.60;58.00;2862.00;5.90;5.92;3.70
0.80;62.50;59.00;2862.00;5.88;5.92;3.69
0.79;62.30;54.00;2862.00;5.97;5.91;3.70
0.71;63.20;60.00;2862.00;5.65;5.61;3.56
0.70;61.10;57.00;2862.00;5.71;5.74;3.50
0.70;58.70;63.00;2862.00;5.73;5.69;3.35
0.79;60.00;60.00;2862.00;6.07;5.99;3.64
0.70;59.50;59.00;2862.00;5.82;5.77;3.45
1.22;60.90;57.00;2862.00;6.93;6.88;4.21
1.01;67.60;57.00;2862.00;6.21;6.11;4.18
0.73;62.50;61.00;2862.00;5.78;5.64;3.59
0.91;64.30;58.00;2863.00;6.05;6.09;3.90
0.71;60.80;56.00;2863.00;5.80;5.77;3.52
0.83;62.30;58.00;2863.00;6.01;5.97;3.73
0.84;62.30;59.00;2863.00;6.06;6.01;3.76
0.71;61.00;61.00;2863.00;5.82;5.75;3.53
0.71;59.70;59.00;2863.00;5.82;5.80;3.47
0.71;61.70;56.00;2863.00;5.80;5.68;3.54
0.71;61.70;57.00;2863.00;5.75;5.70;3.53
0.71;61.40;58.00;2863.00;5.79;5.75;3.54
0.71;60.60;58.00;2863.00;5.79;5.77;3.50
0.91;59.50;62.00;2863.00;6.40;6.18;3.74
0.90;59.80;62.00;2863.00;6.24;6.21;3.72
0.71;61.50;62.00;2863.00;5.74;5.68;3.51
0.71;59.10;61.00;2863.00;5.84;5.80;3.44
0.72;59.50;57.00;2863.00;5.91;5.86;3.50
0.72;60.90;60.00;2863.00;5.78;5.74;3.51
0.71;61.00;55.00;2863.00;5.79;5.75;3.52
0.81;60.30;57.00;2864.00;6.07;6.04;3.65
0.83;61.60;58.00;2865.00;6.05;6.07;3.73
0.73;60.80;55.00;2865.00;5.87;5.81;3.55
0.56;62.00;56.00;2866.00;5.25;5.30;3.27
0.56;61.80;55.00;2866.00;5.27;5.31;3.27
0.71;62.20;55.00;2866.00;5.74;5.70;3.56
0.70;62.30;58.00;2866.00;5.66;5.70;3.54
0.96;61.30;58.00;2866.00;6.39;6.30;3.89
0.71;62.90;57.00;2867.00;5.67;5.69;3.57
0.70;62.40;57.00;2867.00;5.68;5.61;3.52
0.71;60.40;57.00;2867.00;5.78;5.81;3.50
0.80;61.20;53.00;2867.00;6.05;5.98;3.68
0.95;58.40;57.00;2867.00;6.49;6.41;3.77
0.82;62.30;56.00;2867.00;5.99;5.95;3.72
0.52;61.20;56.00;2867.00;5.21;5.19;3.18
0.82;61.70;53.00;2867.00;6.12;6.00;3.74
0.82;62.30;56.00;2867.00;6.02;5.96;3.73
0.82;59.70;57.00;2867.00;6.14;6.12;3.66
0.80;61.30;57.00;2867.00;5.96;5.91;3.64
0.96;68.20;61.00;2867.00;6.07;5.88;4.10
0.72;62.40;55.00;2868.00;5.72;5.75;3.58
0.62;60.50;57.00;2868.00;5.52;5.56;3.35
0.79;61.00;58.00;2868.00;5.96;5.90;3.62
0.75;63.10;56.00;2868.00;5.78;5.70;3.62
1.08;61.90;60.00;2869.00;6.55;6.48;4.03
0.72;60.80;55.00;2869.00;5.77;5.84;3.53
0.62;61.80;56.00;2869.00;5.43;5.47;3.37
0.73;61.30;57.00;2869.00;5.84;5.81;3.57
0.72;60.90;57.00;2869.00;5.79;5.77;3.52
0.52;61.80;60.00;2870.00;5.16;5.13;3.18
0.83;62.20;57.00;2870.00;6.00;6.05;3.75
0.64;62.10;58.00;2870.00;5.56;5.51;3.44
0.80;62.50;57.00;2870.00;5.94;5.90;3.70
0.74;62.10;56.00;2870.00;5.77;5.83;3.60
0.72;61.50;56.00;2870.00;5.72;5.79;3.54
0.82;59.50;57.00;2870.00;6.12;6.09;3.63
0.73;61.30;59.00;2870.00;5.81;5.78;3.55
1.04;61.60;61.00;2870.00;6.47;6.45;3.98
0.73;61.30;58.00;2871.00;5.76;5.83;3.55
0.73;63.60;57.00;2871.00;5.70;5.72;3.63
0.90;62.80;59.00;2871.00;6.13;6.03;3.82
0.75;61.80;55.00;2871.00;5.83;5.85;3.61
0.79;62.60;55.00;2871.00;5.91;5.95;3.71
0.70;62.50;56.70;2872.00;5.59;5.62;3.51
0.75;60.70;55.00;2872.00;5.87;5.92;3.58
1.02;61.70;56.00;2872.00;6.44;6.49;3.99
0.70;59.00;62.00;2872.00;5.79;5.81;3.42
0.70;61.80;56.00;2872.00;5.63;5.73;3.51
0.70;61.40;64.00;2872.00;5.66;5.71;3.49
0.70;61.40;54.00;2872.00;5.71;5.75;3.52
0.70;60.70;56.00;2872.00;5.72;5.75;3.48
0.70;60.20;60.00;2872.00;5.75;5.82;3.48
0.72;58.30;57.00;2872.00;5.89;5.94;3.45
0.74;62.30;58.00;2872.00;5.74;5.78;3.59
0.84;65.10;55.00;2872.00;5.88;5.97;3.86
0.76;62.00;58.00;2873.00;5.80;5.86;3.62
0.77;63.20;58.00;2873.00;5.80;5.84;3.68
0.76;62.80;56.00;2873.00;5.78;5.82;3.64
1.00;61.70;56.00;2873.00;6.45;6.41;3.97
1.00;65.50;62.00;2873.00;6.14;6.07;4.00
0.90;65.70;58.00;2873.00;6.03;6.00;3.95
0.90;61.80;58.00;2873.00;6.16;6.13;3.80
0.90;64.00;61.00;2873.00;6.00;5.96;3.83
0.90;65.30;61.00;2873.00;5.98;5.94;3.89
0.90;65.80;56.00;2873.00;6.01;5.96;3.94
0.90;60.90;61.00;2873.00;6.26;6.22;3.80
0.78;62.60;58.00;2874.00;5.91;5.82;3.67
0.71;61.20;59.00;2874.00;5.69;5.74;3.50
0.70;59.00;59.00;2874.00;5.79;5.77;3.41
0.70;60.80;62.00;2874.00;5.71;5.67;3.46
0.70;61.80;58.00;2874.00;5.67;5.63;3.49
0.70;61.00;55.00;2874.00;5.77;5.73;3.51
0.70;61.60;55.00;2874.00;5.75;5.71;3.53
0.70;62.40;56.00;2874.00;5.69;5.65;3.54
0.70;62.90;59.00;2874.00;5.68;5.61;3.55
1.00;67.70;60.00;2875.00;6.11;5.98;4.09
0.77;62.40;56.00;2875.00;5.84;5.90;3.66
1.00;65.50;55.00;2875.00;6.30;6.25;4.11
1.00;66.30;61.00;2875.00;6.08;6.03;4.01
1.00;69.50;55.00;2875.00;6.17;6.10;4.26
0.73;62.60;60.00;2876.00;5.68;5.75;3.58
0.79;60.60;53.00;2876.00;6.04;5.98;3.64
0.72;62.20;54.00;2877.00;5.74;5.76;3.57
0.71;62.40;56.00;2877.00;5.75;5.70;3.57
0.74;62.30;55.00;2877.00;5.80;5.83;3.62
0.70;62.70;56.00;2877.00;5.60;5.66;3.53
0.70;59.10;62.00;2877.00;5.82;5.86;3.44
0.79;62.80;59.00;2878.00;5.86;5.89;3.69
0.79;62.70;60.00;2878.00;5.82;5.89;3.67
0.79;59.70;58.00;2878.00;6.00;6.07;3.60
0.71;61.50;55.00;2878.00;5.76;5.78;3.55
0.79;62.80;56.00;2878.00;5.88;5.90;3.70
0.73;61.40;56.00;2879.00;5.81;5.86;3.58
0.63;60.30;62.00;2879.00;5.55;5.53;3.34
0.70;60.40;60.00;2879.00;5.73;5.70;3.45
0.71;62.70;58.00;2879.00;5.71;5.67;3.57
0.84;61.00;56.00;2879.00;6.13;6.10;3.73
0.84;62.30;55.00;2879.00;6.08;6.03;3.77
1.02;60.30;54.00;2879.00;6.53;6.50;3.93
0.72;56.90;69.00;2879.00;5.93;5.77;3.33
0.72;62.00;56.00;2879.00;5.76;5.73;3.56
0.92;58.70;61.00;2880.00;6.34;6.43;3.75
0.74;63.90;57.00;2880.00;5.72;5.74;3.66
0.70;62.00;55.00;2881.00;5.74;5.71;3.55
0.71;60.00;59.00;2881.00;5.84;5.83;3.50
1.05;62.00;59.00;2881.00;6.50;6.47;4.02
0.70;62.80;56.00;2882.00;5.62;5.65;3.54
0.54;61.80;56.00;2882.00;5.23;5.26;3.24
0.73;59.90;58.00;2882.00;5.87;5.84;3.51
0.88;56.60;65.00;2882.00;6.39;6.32;3.60
0.73;58.70;57.00;2882.00;5.97;5.92;3.49
0.72;61.80;56.00;2883.00;5.75;5.81;3.57
0.90;62.70;64.00;2883.00;6.09;6.00;3.79
0.90;65.00;61.00;2883.00;6.01;5.96;3.89
1.03;65.30;55.00;2884.00;6.32;6.27;4.11
0.84;63.80;57.00;2885.00;5.95;6.00;3.81
1.01;62.70;60.00;2885.00;6.36;6.27;3.96
0.77;61.50;55.00;2885.00;5.90;5.93;3.64
0.80;56.30;63.00;2885.00;6.22;6.14;3.48
0.90;66.90;57.00;2885.00;6.02;5.90;3.99
0.73;61.40;56.00;2886.00;5.79;5.81;3.56
0.72;62.70;55.00;2886.00;5.64;5.69;3.55
0.71;62.40;54.00;2887.00;5.71;5.79;3.59
0.70;62.60;59.00;2887.00;5.66;5.69;3.55
0.79;61.70;59.00;2888.00;5.93;5.96;3.67
0.72;62.50;58.00;2889.00;5.68;5.72;3.56
0.70;63.50;54.00;2889.00;5.62;5.66;3.58
0.70;62.20;58.00;2889.00;5.64;5.75;3.54
0.90;63.50;58.00;2889.00;6.09;6.14;3.88
0.71;62.80;56.00;2889.00;5.69;5.72;3.58
0.50;62.20;54.00;2889.00;5.08;5.12;3.17
0.50;62.20;54.00;2889.00;5.09;5.11;3.17
0.74;61.20;56.00;2889.00;5.83;5.87;3.58
0.77;61.80;56.00;2889.00;5.94;5.90;3.66
0.77;59.80;61.00;2889.00;5.99;5.95;3.57
0.80;61.50;54.00;2890.00;6.07;6.00;3.71
0.80;62.40;57.00;2890.00;5.90;5.87;3.67
0.80;61.50;60.00;2890.00;5.97;5.94;3.66
0.80;63.80;59.00;2890.00;5.87;5.83;3.73
0.66;61.50;56.00;2890.00;5.61;5.58;3.44
0.71;61.20;58.00;2891.00;5.71;5.79;3.52
0.71;61.20;56.00;2891.00;5.73;5.77;3.52
0.71;61.60;56.00;2891.00;5.74;5.76;3.54
0.71;62.70;56.00;2891.00;5.71;5.75;3.59
0.72;61.10;56.00;2891.00;5.78;5.81;3.54
0.71;62.30;61.00;2891.00;5.70;5.73;3.56
0.86;61.80;55.00;2892.00;6.12;6.14;3.79
1.19;65.10;59.00;2892.00;6.62;6.55;4.29
