id;host_id;latitude;longitude;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;;;;;;;
60680.00;292630.00;4072654.00;-7398049.00;99.00;2.00;127.00;43636.00;1.22;1.00;320.00;;;;;;;
60794.00;293394.00;4080021.00;-7396071.00;195.00;4.00;4.00;42972.00;0.04;1.00;0.00;;;;;;;
60948.00;126607.00;4080942.00;-7393936.00;140.00;3.00;135.00;43636.00;1.30;3.00;192.00;;;;;;;
61167.00;295760.00;4071961.00;-739954.00;135.00;2.00;21.00;42350.00;0.20;1.00;0.00;;;;;;;
61224.00;291112.00;4074358.00;-7400027.00;500.00;2.00;35.00;42943.00;0.34;1.00;348.00;;;;;;;
61406.00;297176.00;4080335.00;-739575.00;80.00;14.00;10.00;43617.00;2.21;2.00;0.00;;;;;;;
61492.00;297769.00;4071445.00;-739908.00;120.00;4.00;171.00;43639.00;1.80;2.00;353.00;;;;;;;
61509.00;23619.00;4075749.00;-7396897.00;110.00;200.00;92.00;43585.00;0.90;1.00;140.00;;;;;;;
62095.00;281764.00;4064446.00;-739503.00;65.00;3.00;238.00;43630.00;2.30;1.00;2.00;;;;;;;
62427.00;303882.00;407268.00;-7399079.00;130.00;50.00;56.00;43611.00;0.58;1.00;56.00;;;;;;;
62430.00;197755.00;40688.00;-739171.00;99.00;3.00;111.00;43638.00;2.13;1.00;68.00;;;;;;;
62452.00;303939.00;4063536.00;-7408537.00;36.00;2.00;193.00;43641.00;1.85;6.00;360.00;;;;;;;
62461.00;303939.00;4063627.00;-7408543.00;37.00;2.00;147.00;43626.00;1.44;6.00;0.00;;;;;;;
62787.00;303939.00;4063518.00;-7408546.00;37.00;2.00;177.00;43648.00;1.71;6.00;320.00;;;;;;;
62891.00;306545.00;4072477.00;-7398161.00;175.00;3.00;185.00;43609.00;1.78;2.00;326.00;;;;;;;
62903.00;306605.00;4074238.00;-7399567.00;205.00;9.00;62.00;43637.00;0.70;2.00;76.00;;;;;;;
62925.00;306739.00;4072945.00;-7395511.00;285.00;3.00;124.00;43632.00;1.22;3.00;279.00;;;;;;;
63299.00;308875.00;4070763.00;-7395177.00;59.00;2.00;181.00;43639.00;1.77;2.00;15.00;;;;;;;
63320.00;303939.00;4063481.00;-7408519.00;36.00;2.00;333.00;43648.00;3.19;6.00;340.00;;;;;;;
63360.00;307962.00;4075384.00;-7391433.00;99.00;5.00;441.00;43640.00;4.50;1.00;226.00;;;;;;;
63546.00;308652.00;4064106.00;-7397426.00;39.00;1.00;45.00;43601.00;0.46;2.00;365.00;;;;;;;
63573.00;310458.00;4066793.00;-7398327.00;60.00;14.00;9.00;42611.00;0.09;2.00;0.00;;;;;;;
63588.00;295128.00;4081309.00;-7385514.00;90.00;2.00;0.00;;;7.00;349.00;;;;;;;
63610.00;310670.00;4088057.00;-7383572.00;105.00;2.00;38.00;43643.00;0.50;13.00;365.00;;;;;;;
63657.00;170510.00;4068236.00;-7394314.00;135.00;2.00;248.00;43641.00;2.39;2.00;11.00;;;;;;;
63693.00;306545.00;4072185.00;-7398246.00;390.00;5.00;143.00;43635.00;1.38;2.00;316.00;;;;;;;
63719.00;311286.00;4068503.00;-7395385.00;70.00;3.00;36.00;43331.00;0.41;4.00;281.00;;;;;;;
63913.00;312288.00;4086648.00;-739263.00;75.00;7.00;0.00;;;2.00;323.00;;;;;;;
64000.00;312722.00;407069.00;-7395467.00;60.00;17.00;14.00;43472.00;0.14;4.00;362.00;;;;;;;
64015.00;146944.00;4072807.00;-7398594.00;200.00;3.00;0.00;;;1.00;0.00;;;;;;;
64107.00;313317.00;406778.00;-7394339.00;100.00;3.00;279.00;43640.00;2.69;1.00;301.00;;;;;;;
64277.00;311286.00;4068317.00;-7394701.00;70.00;4.00;18.00;43467.00;0.22;4.00;189.00;;;;;;;
64314.00;314256.00;406761.00;-739529.00;110.00;6.00;50.00;43611.00;3.55;1.00;0.00;;;;;;;
64365.00;314582.00;4067586.00;-7395155.00;60.00;2.00;227.00;43643.00;2.27;2.00;287.00;;;;;;;
64707.00;7310.00;4071702.00;-7399811.00;90.00;14.00;1.00;43467.00;0.16;1.00;14.00;;;;;;;
64837.00;46978.00;4072321.00;-7398157.00;68.00;2.00;203.00;43639.00;1.96;2.00;86.00;;;;;;;
65019.00;317809.00;4077956.00;-7398098.00;115.00;2.00;210.00;43652.00;2.10;1.00;261.00;;;;;;;
65268.00;319092.00;4068276.00;-7395264.00;75.00;5.00;64.00;43470.00;0.67;1.00;68.00;;;;;;;
65556.00;320422.00;4071368.00;-739626.00;60.00;3.00;0.00;;;1.00;0.00;;;;;;;
65562.00;320450.00;4072956.00;-7398158.00;129.00;7.00;5.00;43468.00;0.15;1.00;231.00;;;;;;;
65615.00;320761.00;4071069.00;-7395175.00;130.00;10.00;49.00;43645.00;0.48;1.00;152.00;;;;;;;
65660.00;320538.00;4070863.00;-7394641.00;95.00;4.00;132.00;43653.00;1.27;1.00;46.00;;;;;;;
65813.00;321756.00;4082888.00;-7394307.00;75.00;3.00;20.00;43467.00;0.26;1.00;364.00;;;;;;;
65834.00;321934.00;4067319.00;-7397323.00;175.00;2.00;11.00;41396.00;0.11;1.00;246.00;;;;;;;
66008.00;322884.00;4067846.00;-7399443.00;190.00;3.00;51.00;43647.00;0.57;1.00;288.00;;;;;;;
66026.00;322716.00;406715.00;-7394808.00;49.00;21.00;15.00;43646.00;0.15;5.00;331.00;;;;;;;
66251.00;324460.00;4072681.00;-7398534.00;212.00;3.00;67.00;43641.00;1.31;1.00;51.00;;;;;;;
66275.00;314941.00;4071904.00;-7399392.00;95.00;1.00;109.00;43639.00;1.11;3.00;364.00;;;;;;;
66451.00;325389.00;4071031.00;-739583.00;140.00;2.00;9.00;43512.00;0.11;1.00;254.00;;;;;;;
66718.00;136227.00;4081322.00;-7395306.00;135.00;6.00;187.00;43639.00;1.87;1.00;189.00;;;;;;;
66741.00;327673.00;4067732.00;-7398225.00;150.00;2.00;214.00;43639.00;2.08;2.00;263.00;;;;;;;
66974.00;329436.00;4068076.00;-739896.00;190.00;3.00;69.00;43647.00;0.79;2.00;258.00;;;;;;;
67288.00;101597.00;4079603.00;-7394903.00;124.00;28.00;22.00;43631.00;0.26;1.00;103.00;;;;;;;
67299.00;330347.00;4071492.00;-7396282.00;135.00;30.00;56.00;43591.00;0.56;1.00;42.00;;;;;;;
67397.00;332189.00;4080393.00;-7395838.00;122.00;3.00;93.00;43638.00;0.93;1.00;246.00;;;;;;;
68099.00;323517.00;4080082.00;-739652.00;109.00;1.00;104.00;43641.00;1.05;2.00;364.00;;;;;;;
68305.00;338454.00;4082976.00;-7394867.00;85.00;30.00;64.00;43287.00;0.68;1.00;318.00;;;;;;;
68403.00;240427.00;40683.00;-7391981.00;145.00;3.00;127.00;43640.00;1.25;2.00;72.00;;;;;;;
68735.00;342054.00;4078971.00;-739729.00;195.00;11.00;30.00;43629.00;0.32;1.00;249.00;;;;;;;
68765.00;282655.00;4067817.00;-7399495.00;250.00;2.00;106.00;43643.00;1.34;3.00;272.00;;;;;;;
68900.00;343250.00;4073119.00;-7395578.00;125.00;3.00;6.00;42687.00;0.10;1.00;325.00;;;;;;;
68974.00;281229.00;4071943.00;-7399627.00;575.00;2.00;191.00;43636.00;1.88;1.00;298.00;;;;;;;
69894.00;352168.00;40.78;-7398249.00;150.00;30.00;48.00;43627.00;0.55;1.00;35.00;;;;;;;
69921.00;155689.00;4070514.00;-7391922.00;70.00;5.00;47.00;43645.00;0.49;1.00;203.00;;;;;;;
70095.00;353965.00;4086713.00;-7392811.00;90.00;2.00;120.00;43646.00;1.27;1.00;132.00;;;;;;;
70128.00;354330.00;4073198.00;-7398881.00;65.00;3.00;52.00;43475.00;0.63;1.00;5.00;;;;;;;
70609.00;72062.00;4072542.00;-7397986.00;500.00;2.00;48.00;43632.00;0.48;4.00;297.00;;;;;;;
71010.00;361855.00;4083494.00;-7393869.00;250.00;3.00;32.00;43609.00;0.43;2.00;276.00;;;;;;;
71248.00;363834.00;4071659.00;-7398945.00;125.00;25.00;43.00;43633.00;0.42;1.00;102.00;;;;;;;
71366.00;364955.00;4072966.00;-7400243.00;200.00;30.00;39.00;43641.00;0.44;1.00;251.00;;;;;;;
71384.00;365153.00;4072898.00;-7395552.00;229.00;1.00;50.00;41772.00;0.50;1.00;188.00;;;;;;;
71812.00;369015.00;4087207.00;-7390193.00;90.00;30.00;4.00;43467.00;0.35;2.00;346.00;;;;;;;
72190.00;373085.00;4077728.00;-7397818.00;110.00;13.00;38.00;43511.00;0.39;1.00;0.00;;;;;;;
72265.00;340692.00;4072646.00;-7395341.00;59.00;3.00;29.00;43632.00;0.36;1.00;15.00;;;;;;;
74073.00;211877.00;4071015.00;-7396101.00;195.00;4.00;59.00;43639.00;0.60;1.00;71.00;;;;;;;
74240.00;389924.00;4071903.00;-739597.00;169.00;1.00;68.00;43623.00;0.67;2.00;215.00;;;;;;;
74333.00;331328.00;4080892.00;-7393985.00;113.00;14.00;26.00;42333.00;0.27;3.00;253.00;;;;;;;
74404.00;391325.00;4080276.00;-739567.00;250.00;14.00;31.00;41143.00;0.31;1.00;78.00;;;;;;;
74680.00;265109.00;4077635.00;-7393426.00;115.00;2.00;198.00;43616.00;2.01;1.00;257.00;;;;;;;
74860.00;394752.00;4072488.00;-7395018.00;55.00;2.00;1.00;40630.00;0.01;1.00;0.00;;;;;;;
75193.00;308875.00;4071398.00;-7395763.00;69.00;2.00;220.00;43638.00;2.17;2.00;8.00;;;;;;;
75635.00;401696.00;4071876.00;-7398394.00;150.00;3.00;286.00;43643.00;2.81;1.00;191.00;;;;;;;
76761.00;118971.00;4066552.00;-7399019.00;169.00;2.00;398.00;43644.00;3.97;3.00;182.00;;;;;;;
77765.00;417504.00;4073749.00;-7395292.00;179.00;3.00;36.00;43647.00;0.36;28.00;79.00;;;;;;;
77936.00;134355.00;4076248.00;-739913.00;150.00;3.00;36.00;43630.00;0.36;1.00;49.00;;;;;;;
78919.00;422561.00;4068674.00;-7398876.00;135.00;4.00;6.00;42405.00;0.10;1.00;0.00;;;;;;;
79067.00;425506.00;406848.00;-7396219.00;350.00;6.00;14.00;43575.00;0.30;1.00;156.00;;;;;;;
79782.00;430188.00;4070516.00;-7395455.00;120.00;14.00;76.00;43555.00;0.76;6.00;343.00;;;;;;;
80493.00;434987.00;4072329.00;-7398486.00;71.00;2.00;182.00;43650.00;1.81;1.00;200.00;;;;;;;
80684.00;417504.00;4073776.00;-7395327.00;349.00;3.00;8.00;42456.00;0.09;28.00;60.00;;;;;;;
80700.00;417504.00;4073738.00;-7395482.00;349.00;3.00;7.00;43609.00;0.07;28.00;60.00;;;;;;;
80924.00;438133.00;4067542.00;-7398142.00;165.00;30.00;34.00;43368.00;0.51;2.00;189.00;;;;;;;
81739.00;417504.00;4073842.00;-7395312.00;249.00;3.00;2.00;40675.00;0.02;28.00;60.00;;;;;;;
82549.00;448312.00;406926.00;-7399832.00;100.00;3.00;66.00;42629.00;0.68;2.00;0.00;;;;;;;
82550.00;448312.00;4069441.00;-7399771.00;200.00;3.00;80.00;43646.00;0.85;2.00;106.00;;;;;;;
82638.00;449787.00;4072399.00;-7398374.00;169.00;4.00;240.00;43622.00;2.40;1.00;276.00;;;;;;;
82928.00;451545.00;406824.00;-7394615.00;185.00;3.00;46.00;43648.00;1.07;1.00;248.00;;;;;;;
83243.00;453519.00;4068949.00;-7391708.00;65.00;2.00;228.00;43626.00;2.27;1.00;194.00;;;;;;;
83446.00;454756.00;4068819.00;-7397258.00;130.00;35.00;5.00;43346.00;0.05;1.00;135.00;;;;;;;
83722.00;456638.00;407205.00;-7396015.00;199.00;30.00;8.00;43338.00;0.11;1.00;30.00;;;;;;;
83847.00;410094.00;4072451.00;-7398094.00;225.00;2.00;33.00;43467.00;0.33;1.00;0.00;;;;;;;
84010.00;417504.00;4073813.00;-7395394.00;179.00;3.00;13.00;43643.00;0.14;28.00;81.00;;;;;;;
84059.00;459054.00;4067591.00;-7394715.00;150.00;5.00;5.00;43303.00;0.05;1.00;0.00;;;;;;;
84659.00;462776.00;4072843.00;-7398895.00;139.00;1.00;388.00;43642.00;3.88;1.00;142.00;;;;;;;
84905.00;464506.00;4071271.00;-7399776.00;95.00;3.00;223.00;43639.00;2.22;2.00;60.00;;;;;;;
85094.00;322716.00;4066966.00;-7394735.00;79.00;15.00;11.00;43479.00;0.11;5.00;179.00;;;;;;;
86215.00;327900.00;4071965.00;-7398766.00;150.00;2.00;151.00;43640.00;1.51;2.00;52.00;;;;;;;
89427.00;116599.00;4068613.00;-7396536.00;650.00;5.00;0.00;;;3.00;365.00;;;;;;;
89621.00;209460.00;4068048.00;-7394911.00;90.00;3.00;218.00;43644.00;2.26;4.00;324.00;;;;;;;
93313.00;25183.00;4068314.00;-7393963.00;120.00;2.00;75.00;43639.00;0.76;2.00;237.00;;;;;;;
94035.00;35375.00;4075961.00;-7391117.00;80.00;1.00;42.00;43652.00;1.21;2.00;365.00;;;;;;;
94209.00;503800.00;4067473.00;-7394494.00;100.00;90.00;0.00;;;1.00;365.00;;;;;;;
94477.00;478395.00;4069305.00;-7393185.00;175.00;2.00;370.00;43651.00;3.74;1.00;204.00;;;;;;;
94783.00;473113.00;4067174.00;-7395663.00;120.00;5.00;104.00;43637.00;1.04;1.00;272.00;;;;;;;
95747.00;509341.00;4071055.00;-7395098.00;140.00;7.00;13.00;42569.00;0.13;1.00;0.00;;;;;;;
95883.00;509918.00;4069465.00;-7395458.00;200.00;5.00;4.00;43460.00;0.07;1.00;9.00;;;;;;;
96471.00;116599.00;4068413.00;-7396542.00;165.00;4.00;11.00;43623.00;0.11;3.00;365.00;;;;;;;
98330.00;31374.00;4073877.00;-7397707.00;125.00;4.00;1.00;40911.00;0.01;3.00;181.00;;;;;;;
98663.00;520279.00;4074893.00;-7399544.00;130.00;30.00;19.00;43262.00;0.19;1.00;189.00;;;;;;;
99070.00;522065.00;4079406.00;-7394102.00;65.00;7.00;131.00;43611.00;1.31;2.00;0.00;;;;;;;
99085.00;522164.00;4068795.00;-7397332.00;123.00;30.00;15.00;43586.00;0.15;1.00;189.00;;;;;;;
100002.00;523218.00;4085295.00;-7393361.00;67.00;2.00;136.00;43633.00;1.37;1.00;296.00;;;;;;;
100184.00;526653.00;4072413.00;-7376133.00;50.00;1.00;43.00;43654.00;0.45;1.00;88.00;;;;;;;
100186.00;526805.00;4066918.00;-7399187.00;130.00;7.00;98.00;43644.00;0.99;1.00;35.00;;;;;;;
101053.00;530032.00;4071125.00;-7395613.00;100.00;3.00;31.00;43525.00;0.31;1.00;0.00;;;;;;;
102995.00;178043.00;4078558.00;-739696.00;212.00;21.00;45.00;43101.00;0.46;1.00;35.00;;;;;;;
103161.00;465278.00;4071577.00;-7396053.00;190.00;3.00;124.00;43642.00;1.76;1.00;359.00;;;;;;;
103311.00;417504.00;4073861.00;-7395485.00;599.00;3.00;9.00;43239.00;0.09;28.00;60.00;;;;;;;
103806.00;251176.00;4072577.00;-7398745.00;249.00;5.00;166.00;43612.00;1.68;2.00;365.00;;;;;;;
105469.00;547386.00;4058615.00;-7381245.00;70.00;27.00;13.00;42268.00;0.13;1.00;335.00;;;;;;;
105510.00;322716.00;4067086.00;-7394872.00;100.00;30.00;15.00;43470.00;0.16;5.00;282.00;;;;;;;
106363.00;551055.00;4082773.00;-7395231.00;60.00;3.00;380.00;43642.00;3.83;2.00;247.00;;;;;;;
106647.00;552679.00;4068505.00;-7395684.00;135.00;2.00;86.00;43632.00;0.87;1.00;102.00;;;;;;;
107630.00;306739.00;4072911.00;-7395493.00;175.00;3.00;248.00;43636.00;2.53;3.00;274.00;;;;;;;
107895.00;3088389.00;4077944.00;-7398567.00;120.00;5.00;49.00;43635.00;0.56;1.00;201.00;;;;;;;
110739.00;568568.00;4074503.00;-7398876.00;169.00;18.00;54.00;43649.00;0.57;1.00;98.00;;;;;;;
112100.00;572527.00;4067539.00;-7396093.00;165.00;7.00;3.00;41275.00;0.03;1.00;157.00;;;;;;;
112304.00;573316.00;408054.00;-7395189.00;90.00;1.00;1.00;42371.00;0.02;1.00;0.00;;;;;;;
112359.00;571952.00;4078491.00;-739508.00;225.00;2.00;56.00;43462.00;0.57;1.00;312.00;;;;;;;
112435.00;181376.00;4069088.00;-7397307.00;95.00;2.00;163.00;43609.00;1.66;2.00;331.00;;;;;;;
113265.00;314582.00;4067555.00;-7395057.00;55.00;2.00;247.00;43637.00;2.51;2.00;275.00;;;;;;;
113945.00;275582.00;4075835.00;-7399193.00;85.00;10.00;116.00;43596.00;1.17;1.00;174.00;;;;;;;
114123.00;579495.00;4066527.00;-739886.00;199.00;14.00;27.00;43604.00;0.28;2.00;223.00;;;;;;;
114229.00;314941.00;4071895.00;-7399434.00;211.00;1.00;52.00;43624.00;0.60;3.00;361.00;;;;;;;
114969.00;582598.00;4075579.00;-7396699.00;145.00;6.00;39.00;43367.00;0.40;1.00;0.00;;;;;;;
115535.00;567187.00;4082399.00;-7395328.00;65.00;14.00;35.00;43617.00;0.35;1.00;283.00;;;;;;;
115678.00;127772.00;4081822.00;-7394095.00;99.00;1.00;320.00;43639.00;3.23;1.00;220.00;;;;;;;
115748.00;585166.00;4076434.00;-7392132.00;110.00;4.00;30.00;43632.00;0.32;1.00;363.00;;;;;;;
116940.00;209460.00;4067705.00;-7394925.00;80.00;3.00;225.00;43640.00;2.27;4.00;315.00;;;;;;;
117425.00;593115.00;4069263.00;-7399438.00;150.00;30.00;95.00;43246.00;0.96;1.00;281.00;;;;;;;
118061.00;2248897.00;4068448.00;-7392747.00;110.00;4.00;70.00;43644.00;0.75;1.00;283.00;;;;;;;
118430.00;585458.00;4074412.00;-7400208.00;290.00;2.00;35.00;43468.00;0.36;1.00;20.00;;;;;;;
118680.00;599354.00;4073067.00;-7398702.00;87.00;2.00;0.00;;;1.00;0.00;;;;;;;
120362.00;138069.00;4070665.00;-7394061.00;190.00;4.00;50.00;43648.00;0.51;1.00;331.00;;;;;;;
121687.00;262812.00;4072063.00;-7395952.00;200.00;2.00;29.00;43639.00;0.31;1.00;36.00;;;;;;;
121861.00;611716.00;4067644.00;-7398082.00;165.00;2.00;23.00;42492.00;0.23;2.00;7.00;;;;;;;
123784.00;617990.00;4080481.00;-7394794.00;110.00;2.00;142.00;43632.00;1.44;2.00;301.00;;;;;;;
125053.00;622460.00;4072533.00;-7399143.00;395.00;2.00;70.00;43647.00;0.73;1.00;170.00;;;;;;;
125163.00;622855.00;4068569.00;-7393038.00;99.00;2.00;38.00;43619.00;0.54;2.00;307.00;;;;;;;
125594.00;308652.00;4064302.00;-7397255.00;39.00;1.00;82.00;43604.00;0.94;2.00;365.00;;;;;;;
126443.00;627217.00;4072939.00;-7398857.00;189.00;2.00;403.00;43653.00;4.10;3.00;201.00;;;;;;;
126816.00;620288.00;4079918.00;-7396607.00;85.00;1.00;3.00;41949.00;0.03;1.00;0.00;;;;;;;
127387.00;23276.00;4066862.00;-739926.00;260.00;30.00;3.00;41855.00;0.03;1.00;316.00;;;;;;;
128975.00;256161.00;4081333.00;-7394453.00;122.00;1.00;116.00;43629.00;1.18;5.00;271.00;;;;;;;
131154.00;275563.00;4072473.00;-7395199.00;165.00;2.00;175.00;43653.00;1.79;1.00;139.00;;;;;;;
132516.00;85330.00;4070925.00;-7385262.00;97.00;3.00;28.00;43647.00;1.21;3.00;209.00;;;;;;;
132570.00;651390.00;4073215.00;-7400922.00;170.00;4.00;24.00;43095.00;0.25;1.00;0.00;;;;;;;
132695.00;507186.00;4071109.00;-7394332.00;125.00;2.00;15.00;42527.00;0.15;1.00;0.00;;;;;;;
133025.00;653405.00;407463.00;-7397926.00;130.00;4.00;105.00;43622.00;1.07;1.00;193.00;;;;;;;
134934.00;652842.00;4071823.00;-7395849.00;225.00;10.00;22.00;43615.00;0.38;1.00;52.00;;;;;;;
135393.00;663764.00;40651.00;-7394886.00;50.00;2.00;263.00;43640.00;2.69;2.00;136.00;;;;;;;
135465.00;663879.00;4068626.00;-7397598.00;170.00;3.00;86.00;43636.00;0.91;2.00;286.00;;;;;;;
135706.00;665013.00;4074488.00;-74001.00;132.00;4.00;10.00;42736.00;0.10;1.00;0.00;;;;;;;
136493.00;663384.00;4067632.00;-7397616.00;250.00;7.00;18.00;43612.00;0.21;1.00;18.00;;;;;;;
138216.00;674970.00;4072212.00;-7394254.00;141.00;5.00;8.00;43289.00;0.21;1.00;9.00;;;;;;;
139624.00;680818.00;4067456.00;-7395151.00;64.00;20.00;70.00;43496.00;0.73;1.00;3.00;;;;;;;
140133.00;622866.00;4071363.00;-7396019.00;249.00;3.00;150.00;43651.00;1.55;1.00;277.00;;;;;;;
140425.00;683975.00;406755.00;-7395878.00;79.00;2.00;115.00;42880.00;1.18;1.00;0.00;;;;;;;
140973.00;686147.00;4072274.00;-7397581.00;185.00;2.00;69.00;43611.00;0.71;1.00;233.00;;;;;;;
141154.00;686768.00;406858.00;-739828.00;120.00;3.00;232.00;43638.00;2.41;1.00;221.00;;;;;;;
141335.00;687361.00;4067535.00;-7397654.00;495.00;1.00;35.00;43113.00;0.41;1.00;355.00;;;;;;;
141890.00;689661.00;4072255.00;-7399346.00;375.00;3.00;18.00;41548.00;0.21;1.00;0.00;;;;;;;
141984.00;630453.00;4072094.00;-7399706.00;175.00;3.00;68.00;43626.00;0.69;1.00;277.00;;;;;;;
142069.00;277747.00;4072485.00;-7397813.00;150.00;4.00;22.00;41953.00;0.23;1.00;0.00;;;;;;;
144087.00;616825.00;4080473.00;-739532.00;259.00;8.00;17.00;43603.00;0.17;1.00;343.00;;;;;;;
144148.00;299755.00;4072217.00;-7398419.00;96.00;1.00;34.00;42374.00;0.58;1.00;0.00;;;;;;;
145064.00;404424.00;4071943.00;-739565.00;145.00;7.00;8.00;41796.00;0.08;1.00;0.00;;;;;;;
145188.00;703156.00;4074249.00;-7400329.00;200.00;4.00;0.00;;;1.00;0.00;;;;;;;
145994.00;706418.00;4079264.00;-7397294.00;95.00;5.00;2.00;43287.00;0.08;1.00;0.00;;;;;;;
146754.00;709434.00;4065749.00;-7397675.00;250.00;4.00;52.00;43582.00;0.72;1.00;188.00;;;;;;;
147586.00;709334.00;4080474.00;-7394688.00;295.00;2.00;74.00;43632.00;0.76;2.00;264.00;;;;;;;
148201.00;715807.00;4072831.00;-7400177.00;175.00;3.00;18.00;41425.00;0.19;1.00;0.00;;;;;;;
148259.00;716064.00;4071541.00;-7394144.00;451.00;2.00;72.00;43596.00;0.86;1.00;331.00;;;;;;;
148825.00;718349.00;4079765.00;-7396245.00;165.00;2.00;191.00;43645.00;2.18;1.00;236.00;;;;;;;
149287.00;720320.00;4078508.00;-7395332.00;250.00;4.00;0.00;;;1.00;0.00;;;;;;;
149777.00;716306.00;4089747.00;-738639.00;77.00;1.00;197.00;43639.00;2.49;1.00;309.00;;;;;;;
150804.00;726333.00;4072008.00;-7398404.00;250.00;4.00;19.00;43652.00;0.20;1.00;0.00;;;;;;;
151199.00;722320.00;4075725.00;-7391098.00;129.00;1.00;414.00;43649.00;4.34;1.00;245.00;;;;;;;
151478.00;216191.00;407102.00;-7394495.00;98.00;2.00;8.00;43445.00;0.09;4.00;0.00;;;;;;;
152071.00;731855.00;4067359.00;-7397904.00;150.00;2.00;0.00;;;1.00;8.00;;;;;;;
152078.00;731904.00;4072674.00;-739782.00;95.00;7.00;25.00;43508.00;0.30;1.00;359.00;;;;;;;
152259.00;256161.00;4081156.00;-7394571.00;55.00;3.00;119.00;43613.00;1.22;5.00;333.00;;;;;;;
152263.00;732535.00;4080497.00;-7395016.00;300.00;2.00;203.00;43652.00;2.14;3.00;258.00;;;;;;;
152520.00;733894.00;407385.00;-7391806.00;42.00;40.00;53.00;43420.00;0.55;3.00;236.00;;;;;;;
153405.00;737585.00;4072937.00;-7395671.00;125.00;2.00;104.00;43632.00;1.09;1.00;22.00;;;;;;;
153780.00;739499.00;4072587.00;-7398438.00;175.00;3.00;175.00;43644.00;1.80;1.00;236.00;;;;;;;
154934.00;745069.00;4082426.00;-739463.00;75.00;3.00;38.00;43228.00;0.42;3.00;365.00;;;;;;;
155296.00;656841.00;4071624.00;-7396272.00;255.00;45.00;39.00;43587.00;0.50;1.00;89.00;;;;;;;
157673.00;757166.00;4068101.00;-7394081.00;72.00;31.00;88.00;43632.00;0.91;1.00;164.00;;;;;;;
158061.00;758441.00;4068669.00;-7391989.00;165.00;1.00;27.00;43016.00;0.28;4.00;311.00;;;;;;;
158176.00;573065.00;4071534.00;-7395914.00;165.00;5.00;117.00;43645.00;1.28;1.00;23.00;;;;;;;
158290.00;759583.00;4068288.00;-7396024.00;75.00;3.00;43.00;43605.00;0.44;2.00;365.00;;;;;;;
158913.00;762563.00;4072489.00;-7395494.00;130.00;5.00;4.00;42076.00;0.05;1.00;0.00;;;;;;;
158955.00;465589.00;4070867.00;-7394284.00;139.00;2.00;385.00;43645.00;4.00;1.00;222.00;;;;;;;
159749.00;54275.00;4067963.00;-7393908.00;88.00;1.00;64.00;43647.00;0.68;3.00;238.00;;;;;;;
159815.00;54275.00;406798.00;-7393908.00;80.00;1.00;39.00;43640.00;0.41;3.00;218.00;;;;;;;
159913.00;759883.00;4074346.00;-7399882.00;150.00;2.00;37.00;43649.00;1.79;1.00;0.00;;;;;;;
160609.00;769247.00;4077724.00;-7398109.00;200.00;3.00;10.00;43466.00;0.12;1.00;0.00;;;;;;;
160994.00;770831.00;4072972.00;-7397995.00;200.00;2.00;103.00;43640.00;1.08;1.00;235.00;;;;;;;
161366.00;733894.00;4074102.00;-7391681.00;42.00;40.00;41.00;43617.00;0.43;3.00;246.00;;;;;;;
161394.00;772300.00;4071309.00;-7394128.00;90.00;6.00;3.00;41882.00;0.03;1.00;0.00;;;;;;;
161996.00;1856604.00;4083096.00;-7394633.00;295.00;3.00;227.00;43642.00;2.33;1.00;247.00;;;;;;;
162493.00;776490.00;4071323.00;-7395745.00;450.00;5.00;37.00;43461.00;0.79;1.00;15.00;;;;;;;
162508.00;776645.00;4067212.00;-739506.00;130.00;2.00;29.00;43644.00;0.35;1.00;119.00;;;;;;;
163627.00;242506.00;4071023.00;-7396665.00;89.00;3.00;205.00;43100.00;2.31;3.00;0.00;;;;;;;
163809.00;781647.00;4080523.00;-7395139.00;198.00;5.00;42.00;43619.00;0.44;2.00;234.00;;;;;;;
163814.00;627217.00;4072636.00;-7398917.00;99.00;2.00;280.00;43651.00;2.92;3.00;257.00;;;;;;;
163836.00;32169.00;4072185.00;-7393956.00;46.00;4.00;86.00;43624.00;0.89;3.00;350.00;;;;;;;
164989.00;69439.00;4072351.00;-7399683.00;140.00;2.00;54.00;43632.00;0.56;1.00;221.00;;;;;;;
165080.00;787273.00;406809.00;-7399233.00;500.00;7.00;7.00;43341.00;0.07;1.00;0.00;;;;;;;
165461.00;867225.00;4080525.00;-7395916.00;75.00;5.00;57.00;43466.00;0.59;2.00;201.00;;;;;;;
165824.00;733894.00;40.74;-7391901.00;33.00;44.00;31.00;43586.00;0.32;3.00;161.00;;;;;;;
166006.00;791287.00;4080006.00;-7396049.00;250.00;31.00;188.00;43335.00;1.94;1.00;259.00;;;;;;;
166172.00;792159.00;4070283.00;-7392131.00;60.00;3.00;480.00;43653.00;6.70;1.00;0.00;;;;;;;
166541.00;793620.00;4084468.00;-7394303.00;75.00;2.00;34.00;43631.00;0.35;1.00;222.00;;;;;;;
166983.00;795640.00;4068252.00;-7399619.00;350.00;5.00;6.00;42224.00;0.06;1.00;0.00;;;;;;;
167013.00;306605.00;4074342.00;-7399483.00;205.00;9.00;3.00;43233.00;0.04;2.00;76.00;;;;;;;
167017.00;795889.00;4067853.00;-7398089.00;219.00;5.00;2.00;41882.00;0.03;1.00;0.00;;;;;;;
